,alpha,hidden_layer_sizes,lambd,learning_rate,learning_rate_init,nesterov
741,0.7,"[60, 30]",0.001,linear_decay,0.04,True
742,0.85,"[60, 30]",0.0001,linear_decay,0.08,True
743,0.8,"[60, 30]",0.005,linear_decay,0.08,False
744,0.7,"[30, 30, 30]",0.0005,fixed,0.01,False
745,0.8,"[30, 30, 30]",0.0001,fixed,0.004,True
746,0.9,"[60, 30]",0.0001,fixed,0.002,True
747,0.85,"[60, 30]",0.005,linear_decay,0.1,False
748,0.85,"[30, 30, 30]",0.001,fixed,0.008,False
749,0.75,"[30, 30, 30]",0.0005,fixed,0.01,False
750,0.85,"[30, 30, 30]",0.0001,fixed,0.002,True
751,0.65,"[30, 30, 30]",0.001,linear_decay,0.1,True
752,0.8,"[30, 30, 30]",0.0005,fixed,0.006,False
753,0.75,"[30, 30, 30]",0.0005,fixed,0.008,False
754,0.85,"[30, 30, 30]",0.0005,fixed,0.004,False
755,0.7,"[60, 30]",0.0005,fixed,0.01,True
756,0.65,"[60, 30]",0.001,linear_decay,0.04,False
757,0.85,"[30, 30, 30]",0.005,linear_decay,0.06,True
758,0.75,"[60, 30]",0.00025,fixed,0.006,True
759,0.7,"[60, 30]",0.00025,linear_decay,0.12,True
760,0.9,"[30, 30, 30]",0.0001,fixed,0.01,False
761,0.65,"[60, 30]",0.001,linear_decay,0.04,True
762,0.75,"[60, 30]",0.0001,fixed,0.004,True
763,0.7,"[60, 30]",0.0001,fixed,0.006,False
764,0.7,"[60, 30]",0.00025,fixed,0.006,True
765,0.75,"[60, 30]",0.0005,fixed,0.008,False
766,0.8,"[60, 30]",0.00025,fixed,0.004,True
767,0.9,"[60, 30]",0.001,fixed,0.006,True
768,0.75,"[30, 30, 30]",0.0001,linear_decay,0.12,False
769,0.7,"[30, 30, 30]",0.0005,fixed,0.008,True
770,0.85,"[30, 30, 30]",0.0005,fixed,0.004,True
771,0.8,"[60, 30]",0.00025,fixed,0.004,False
772,0.9,"[60, 30]",0.001,fixed,0.006,False
773,0.6,"[60, 30]",0.001,linear_decay,0.04,False
774,0.7,"[60, 30]",5e-05,fixed,0.004,False
775,0.6,"[30, 30, 30]",0.001,linear_decay,0.04,True
776,0.6,"[60, 30]",0.001,linear_decay,0.04,True
777,0.6,"[30, 30, 30]",0.001,linear_decay,0.08,True
778,0.7,"[60, 30]",0.00025,fixed,0.008,False
779,0.8,"[30, 30, 30]",0.005,linear_decay,0.06,True
780,0.85,"[60, 30]",0.0001,linear_decay,0.1,False
781,0.8,"[60, 30]",0.0001,fixed,0.004,True
782,0.6,"[30, 30, 30]",0.001,linear_decay,0.04,False
783,0.8,"[60, 30]",0.005,linear_decay,0.12,False
784,0.9,"[60, 30]",0.00025,fixed,0.002,True
785,0.7,"[60, 30]",0.0005,fixed,0.01,False
786,0.7,"[60, 30]",0.00025,fixed,0.006,False
787,0.85,"[60, 30]",5e-05,fixed,0.002,True
788,0.75,"[60, 30]",0.0001,fixed,0.004,False
789,0.75,"[60, 30]",0.0005,fixed,0.01,False
790,0.7,"[30, 30, 30]",0.00025,fixed,0.004,False
791,0.8,"[30, 30, 30]",0.001,fixed,0.01,False
792,0.85,"[60, 30]",0.005,linear_decay,0.08,True
793,0.85,"[30, 30, 30]",0.001,linear_decay,0.1,False
794,0.7,"[30, 30, 30]",0.00025,fixed,0.004,True
795,0.75,"[60, 30]",0.00025,fixed,0.004,True
796,0.7,"[30, 30, 30]",0.0005,fixed,0.008,False
797,0.8,"[60, 30]",0.0005,fixed,0.006,False
798,0.8,"[60, 30]",0.0005,fixed,0.006,True
799,0.75,"[30, 30, 30]",0.0005,fixed,0.006,False
800,0.85,"[60, 30]",0.005,linear_decay,0.06,False
801,0.7,"[60, 30]",0.0001,fixed,0.004,True
802,0.8,"[30, 30, 30]",0.005,linear_decay,0.06,False
803,0.85,"[30, 30, 30]",0.0005,linear_decay,0.1,False
804,0.85,"[60, 30]",0.005,linear_decay,0.05,False
805,0.75,"[30, 30, 30]",0.00025,fixed,0.004,True
806,0.85,"[30, 30, 30]",0.005,linear_decay,0.05,False
807,0.85,"[60, 30]",0.0005,fixed,0.004,False
808,0.8,"[30, 30, 30]",0.001,fixed,0.008,False
809,0.75,"[60, 30]",0.0005,fixed,0.008,True
810,0.85,"[60, 30]",0.001,fixed,0.008,False
811,0.75,"[60, 30]",0.005,linear_decay,0.1,False
812,0.8,"[60, 30]",0.005,linear_decay,0.08,True
813,0.75,"[30, 30, 30]",0.0001,linear_decay,0.1,True
814,0.8,"[30, 30, 30]",0.0005,fixed,0.004,True
815,0.8,"[30, 30, 30]",0.0001,fixed,0.002,True
816,0.85,"[60, 30]",0.0005,fixed,0.004,True
817,0.9,"[30, 30, 30]",0.001,fixed,0.004,False
818,0.9,"[30, 30, 30]",0.001,fixed,0.004,True
819,0.8,"[60, 30]",0.001,fixed,0.01,False
820,0.85,"[60, 30]",0.001,fixed,0.008,True
821,0.85,"[30, 30, 30]",0.0001,linear_decay,0.08,False
822,0.75,"[30, 30, 30]",0.00025,fixed,0.004,False
823,0.85,"[60, 30]",0.0001,fixed,0.002,True
824,0.7,"[60, 30]",0.0005,fixed,0.008,True
825,0.7,"[30, 30, 30]",0.005,linear_decay,0.1,False
826,0.75,"[60, 30]",0.0005,fixed,0.006,True
827,0.6,"[60, 30]",0.0005,linear_decay,0.12,True
828,0.8,"[30, 30, 30]",0.0005,fixed,0.004,False
829,0.85,"[60, 30]",0.005,linear_decay,0.06,True
830,0.65,"[60, 30]",0.005,linear_decay,0.12,False
831,0.75,"[30, 30, 30]",0.0001,fixed,0.002,True
832,0.8,"[60, 30]",5e-05,fixed,0.002,True
833,0.9,"[60, 30]",0.001,fixed,0.004,False
834,0.85,"[30, 30, 30]",0.00025,fixed,0.002,True
835,0.7,"[30, 30, 30]",0.0005,fixed,0.006,False
836,0.85,"[30, 30, 30]",0.005,linear_decay,0.05,True
837,0.75,"[60, 30]",0.00025,fixed,0.004,False
838,0.85,"[60, 30]",0.005,linear_decay,0.04,True
839,0.8,"[30, 30, 30]",0.001,fixed,0.008,True
840,0.75,"[30, 30, 30]",0.001,fixed,0.01,False
841,0.8,"[60, 30]",0.0001,linear_decay,0.12,False
842,0.8,"[30, 30, 30]",0.005,linear_decay,0.1,False
843,0.75,"[30, 30, 30]",0.0005,fixed,0.006,True
844,0.85,"[60, 30]",0.005,linear_decay,0.05,True
845,0.75,"[60, 30]",0.0005,fixed,0.006,False
846,0.85,"[60, 30]",0.005,linear_decay,0.04,False
847,0.85,"[30, 30, 30]",0.001,fixed,0.006,True
848,0.7,"[60, 30]",5e-05,fixed,0.004,True
849,0.7,"[60, 30]",0.0001,fixed,0.004,False
850,0.75,"[30, 30, 30]",0.001,fixed,0.008,True
851,0.85,"[60, 30]",0.005,linear_decay,0.08,False
852,0.8,"[60, 30]",0.005,linear_decay,0.1,True
853,0.75,"[60, 30]",0.005,linear_decay,0.08,False
854,0.8,"[30, 30, 30]",5e-05,fixed,0.002,True
855,0.85,"[30, 30, 30]",0.005,linear_decay,0.06,False
856,0.8,"[60, 30]",0.0001,fixed,0.002,True
857,0.7,"[60, 30]",0.005,linear_decay,0.1,True
858,0.8,"[60, 30]",0.005,linear_decay,0.06,True
859,0.8,"[30, 30, 30]",0.005,linear_decay,0.05,True
860,0.7,"[30, 30, 30]",0.005,linear_decay,0.12,False
861,0.7,"[60, 30]",0.0005,fixed,0.008,False
862,0.75,"[30, 30, 30]",0.005,linear_decay,0.08,True
863,0.75,"[30, 30, 30]",0.005,linear_decay,0.08,False
864,0.7,"[60, 30]",0.00025,fixed,0.004,False
865,0.75,"[30, 30, 30]",0.005,linear_decay,0.06,False
866,0.75,"[30, 30, 30]",5e-05,fixed,0.002,True
867,0.9,"[60, 30]",0.0005,fixed,0.002,True
868,0.85,"[30, 30, 30]",0.0001,linear_decay,0.12,False
869,0.85,"[60, 30]",0.001,fixed,0.006,False
870,0.85,"[30, 30, 30]",0.001,fixed,0.006,False
871,0.9,"[30, 30, 30]",0.0005,fixed,0.002,True
872,0.8,"[60, 30]",0.001,fixed,0.008,True
873,0.7,"[60, 30]",0.0005,fixed,0.006,False
874,0.8,"[60, 30]",0.001,fixed,0.008,False
875,0.7,"[60, 30]",0.005,linear_decay,0.1,False
876,0.7,"[30, 30, 30]",0.0005,fixed,0.006,True
877,0.7,"[60, 30]",0.00025,fixed,0.004,True
878,0.85,"[60, 30]",0.00025,fixed,0.002,True
879,0.75,"[30, 30, 30]",0.0005,fixed,0.004,True
880,0.75,"[60, 30]",5e-05,fixed,0.002,True
881,0.75,"[30, 30, 30]",0.001,fixed,0.008,False
882,0.6,"[60, 30]",0.005,linear_decay,0.12,False
883,0.85,"[60, 30]",0.001,fixed,0.006,True
884,0.8,"[60, 30]",0.0005,fixed,0.004,False
885,0.85,"[30, 30, 30]",0.005,linear_decay,0.04,True
886,0.8,"[30, 30, 30]",0.005,linear_decay,0.08,False
887,0.65,"[60, 30]",0.005,linear_decay,0.1,False
888,0.8,"[60, 30]",0.00025,fixed,0.002,True
889,0.75,"[30, 30, 30]",0.0005,fixed,0.004,False
890,0.9,"[60, 30]",0.001,fixed,0.004,True
891,0.8,"[60, 30]",0.0005,fixed,0.004,True
892,0.7,"[60, 30]",0.005,linear_decay,0.08,False
893,0.8,"[60, 30]",0.005,linear_decay,0.04,False
894,0.6,"[60, 30]",0.005,linear_decay,0.08,False
895,0.65,"[30, 30, 30]",0.005,linear_decay,0.1,True
896,0.75,"[60, 30]",0.001,fixed,0.01,False
897,0.7,"[60, 30]",0.005,linear_decay,0.08,True
898,0.6,"[30, 30, 30]",0.005,linear_decay,0.08,True
899,0.85,"[60, 30]",0.0005,linear_decay,0.12,True
900,0.7,"[60, 30]",0.0005,fixed,0.006,True
901,0.7,"[60, 30]",0.001,fixed,0.01,True
902,0.7,"[30, 30, 30]",0.001,fixed,0.01,False
903,0.8,"[30, 30, 30]",0.00025,fixed,0.002,True
904,0.7,"[30, 30, 30]",0.0005,fixed,0.004,True
905,0.85,"[30, 30, 30]",0.001,fixed,0.004,True
906,0.8,"[30, 30, 30]",0.001,fixed,0.006,True
907,0.75,"[60, 30]",0.005,linear_decay,0.06,True
908,0.85,"[30, 30, 30]",0.005,linear_decay,0.08,False
909,0.8,"[30, 30, 30]",0.001,fixed,0.006,False
910,0.7,"[30, 30, 30]",0.001,fixed,0.008,True
911,0.8,"[30, 30, 30]",0.005,linear_decay,0.04,False
912,0.75,"[60, 30]",0.0001,fixed,0.002,True
913,0.7,"[60, 30]",0.005,linear_decay,0.12,False
914,0.65,"[30, 30, 30]",0.005,linear_decay,0.1,False
915,0.75,"[30, 30, 30]",0.005,linear_decay,0.12,False
916,0.8,"[30, 30, 30]",0.005,linear_decay,0.12,False
917,0.6,"[30, 30, 30]",0.005,linear_decay,0.1,False
918,0.7,"[60, 30]",0.001,fixed,0.01,False
919,0.85,"[30, 30, 30]",0.0005,fixed,0.002,True
920,0.6,"[30, 30, 30]",0.005,linear_decay,0.08,False
921,0.75,"[60, 30]",0.005,linear_decay,0.06,False
922,0.75,"[30, 30, 30]",0.005,linear_decay,0.06,True
923,0.75,"[60, 30]",0.0005,fixed,0.004,True
924,0.8,"[60, 30]",0.005,linear_decay,0.06,False
925,0.7,"[30, 30, 30]",0.001,fixed,0.008,False
926,0.7,"[30, 30, 30]",0.005,linear_decay,0.06,False
927,0.6,"[60, 30]",0.005,linear_decay,0.1,False
928,0.85,"[30, 30, 30]",0.001,fixed,0.004,False
929,0.8,"[60, 30]",0.005,linear_decay,0.1,False
930,0.75,"[30, 30, 30]",0.005,linear_decay,0.05,False
931,0.6,"[60, 30]",0.005,linear_decay,0.08,True
932,0.85,"[30, 30, 30]",0.005,linear_decay,0.12,False
933,0.65,"[30, 30, 30]",0.005,linear_decay,0.12,False
934,0.75,"[60, 30]",0.001,fixed,0.008,False
935,0.75,"[60, 30]",0.001,fixed,0.008,True
936,0.7,"[30, 30, 30]",0.0005,fixed,0.004,False
937,0.8,"[60, 30]",0.005,linear_decay,0.04,True
938,0.7,"[60, 30]",0.005,linear_decay,0.06,True
939,0.65,"[60, 30]",0.005,linear_decay,0.08,False
940,0.75,"[30, 30, 30]",0.00025,fixed,0.002,True
941,0.75,"[60, 30]",0.0005,fixed,0.004,False
942,0.6,"[60, 30]",0.005,linear_decay,0.12,True
943,0.65,"[60, 30]",0.005,linear_decay,0.06,False
944,0.7,"[30, 30, 30]",0.001,fixed,0.01,True
945,0.75,"[30, 30, 30]",0.001,fixed,0.006,False
946,0.75,"[60, 30]",0.005,linear_decay,0.05,False
947,0.65,"[60, 30]",0.005,linear_decay,0.12,True
948,0.85,"[60, 30]",0.001,fixed,0.004,False
949,0.75,"[30, 30, 30]",0.005,linear_decay,0.04,True
950,0.8,"[60, 30]",0.001,fixed,0.006,True
951,0.8,"[60, 30]",0.001,fixed,0.006,False
952,0.6,"[60, 30]",0.005,linear_decay,0.1,True
953,0.6,"[30, 30, 30]",0.005,linear_decay,0.12,False
954,0.65,"[60, 30]",0.00025,linear_decay,0.12,True
955,0.7,"[60, 30]",0.005,linear_decay,0.05,False
956,0.7,"[30, 30, 30]",0.005,linear_decay,0.05,True
957,0.75,"[60, 30]",0.005,linear_decay,0.05,True
958,0.8,"[60, 30]",0.005,linear_decay,0.05,True
959,0.7,"[60, 30]",0.005,linear_decay,0.06,False
960,0.85,"[60, 30]",0.005,linear_decay,0.12,True
961,0.65,"[30, 30, 30]",0.005,linear_decay,0.08,False
962,0.75,"[60, 30]",0.005,linear_decay,0.1,True
963,0.75,"[60, 30]",0.00025,fixed,0.002,True
964,0.85,"[60, 30]",0.0005,fixed,0.002,True
965,0.75,"[30, 30, 30]",0.005,linear_decay,0.04,False
966,0.7,"[30, 30, 30]",0.005,linear_decay,0.05,False
967,0.7,"[60, 30]",0.001,fixed,0.008,False
968,0.8,"[30, 30, 30]",0.005,linear_decay,0.05,False
969,0.85,"[30, 30, 30]",0.005,linear_decay,0.04,False
970,0.7,"[60, 30]",0.0005,fixed,0.004,True
971,0.7,"[60, 30]",0.0005,fixed,0.004,False
972,0.7,"[30, 30, 30]",0.00025,linear_decay,0.1,True
973,0.7,"[30, 30, 30]",0.005,linear_decay,0.08,True
974,0.85,"[60, 30]",0.001,fixed,0.004,True
975,0.7,"[30, 30, 30]",0.005,linear_decay,0.08,False
976,0.75,"[60, 30]",0.005,linear_decay,0.04,True
977,0.75,"[30, 30, 30]",0.001,fixed,0.006,True
978,0.8,"[30, 30, 30]",0.001,fixed,0.004,False
979,0.7,"[60, 30]",0.001,fixed,0.008,True
980,0.7,"[30, 30, 30]",0.001,fixed,0.006,True
981,0.65,"[60, 30]",0.005,linear_decay,0.1,True
982,0.75,"[60, 30]",0.005,linear_decay,0.12,True
983,0.7,"[60, 30]",0.005,linear_decay,0.12,True
984,0.7,"[60, 30]",0.005,linear_decay,0.05,True
985,0.6,"[30, 30, 30]",0.005,linear_decay,0.06,False
986,0.75,"[30, 30, 30]",0.005,linear_decay,0.1,True
987,0.7,"[30, 30, 30]",0.001,fixed,0.006,False
988,0.75,"[60, 30]",0.001,fixed,0.006,True
989,0.75,"[60, 30]",0.001,fixed,0.006,False
990,0.8,"[30, 30, 30]",0.001,fixed,0.004,True
991,0.6,"[60, 30]",0.005,linear_decay,0.06,False
992,0.65,"[60, 30]",0.005,linear_decay,0.06,True
993,0.8,"[30, 30, 30]",0.005,linear_decay,0.04,True
994,0.85,"[30, 30, 30]",0.00025,linear_decay,0.12,False
995,0.7,"[30, 30, 30]",0.005,linear_decay,0.04,True
996,0.65,"[60, 30]",0.005,linear_decay,0.05,False
997,0.75,"[30, 30, 30]",0.005,linear_decay,0.1,False
998,0.6,"[60, 30]",0.005,linear_decay,0.06,True
999,0.9,"[30, 30, 30]",0.001,fixed,0.002,True
1000,0.8,"[30, 30, 30]",0.0005,fixed,0.002,True
1001,0.7,"[30, 30, 30]",0.005,linear_decay,0.04,False
1002,0.8,"[60, 30]",0.005,linear_decay,0.05,False
1003,0.85,"[60, 30]",0.0001,linear_decay,0.1,True
1004,0.65,"[30, 30, 30]",0.005,linear_decay,0.06,False
1005,0.8,"[60, 30]",0.001,fixed,0.004,True
1006,0.75,"[60, 30]",0.005,linear_decay,0.08,True
1007,0.7,"[60, 30]",0.001,fixed,0.006,False
1008,0.75,"[30, 30, 30]",0.001,fixed,0.004,False
1009,0.9,"[60, 30]",0.001,fixed,0.002,True
1010,0.65,"[30, 30, 30]",0.005,linear_decay,0.05,False
1011,0.7,"[60, 30]",0.005,linear_decay,0.04,False
1012,0.75,"[60, 30]",0.005,linear_decay,0.04,False
1013,0.65,"[60, 30]",0.005,linear_decay,0.05,True
1014,0.7,"[60, 30]",0.001,fixed,0.006,True
1015,0.6,"[60, 30]",0.005,linear_decay,0.05,True
1016,0.6,"[60, 30]",0.005,linear_decay,0.05,False
1017,0.8,"[60, 30]",0.001,fixed,0.004,False
1018,0.85,"[60, 30]",0.001,linear_decay,0.08,True
1019,0.65,"[60, 30]",0.005,linear_decay,0.04,True
1020,0.65,"[60, 30]",0.005,linear_decay,0.08,True
1021,0.7,"[60, 30]",0.005,linear_decay,0.04,True
1022,0.65,"[60, 30]",0.005,linear_decay,0.04,False
1023,0.65,"[30, 30, 30]",0.005,linear_decay,0.08,True
1024,0.7,"[30, 30, 30]",0.005,linear_decay,0.12,True
1025,0.65,"[30, 30, 30]",0.005,linear_decay,0.04,True
1026,0.8,"[60, 30]",0.0005,fixed,0.002,True
1027,0.85,"[60, 30]",0.0005,linear_decay,0.12,False
1028,0.75,"[30, 30, 30]",0.005,linear_decay,0.05,True
1029,0.75,"[30, 30, 30]",0.001,fixed,0.004,True
1030,0.65,"[30, 30, 30]",0.005,linear_decay,0.06,True
1031,0.75,"[30, 30, 30]",0.0005,fixed,0.002,True
1032,0.75,"[60, 30]",0.001,fixed,0.004,False
1033,0.75,"[60, 30]",0.001,fixed,0.004,True
1034,0.65,"[30, 30, 30]",0.005,linear_decay,0.04,False
1035,0.6,"[30, 30, 30]",0.005,linear_decay,0.04,False
1036,0.6,"[60, 30]",0.005,linear_decay,0.04,False
1037,0.75,"[60, 30]",0.0005,fixed,0.002,True
1038,0.7,"[30, 30, 30]",0.001,fixed,0.004,False
1039,0.6,"[30, 30, 30]",0.005,linear_decay,0.05,True
1040,0.7,"[30, 30, 30]",0.001,fixed,0.004,True
1041,0.6,"[30, 30, 30]",0.005,linear_decay,0.05,False
1042,0.85,"[30, 30, 30]",0.001,fixed,0.002,True
1043,0.7,"[30, 30, 30]",0.005,linear_decay,0.06,True
1044,0.65,"[30, 30, 30]",0.0005,linear_decay,0.12,True
1045,0.6,"[30, 30, 30]",0.005,linear_decay,0.04,True
1046,0.7,"[60, 30]",0.001,fixed,0.004,False
1047,0.7,"[60, 30]",0.001,fixed,0.004,True
1048,0.65,"[30, 30, 30]",0.005,linear_decay,0.05,True
1049,0.75,"[60, 30]",0.00025,linear_decay,0.1,True
1050,0.85,"[60, 30]",0.001,fixed,0.002,True
1051,0.7,"[30, 30, 30]",0.005,linear_decay,0.1,True
1052,0.6,"[60, 30]",0.005,linear_decay,0.04,True
1053,0.6,"[30, 30, 30]",0.005,linear_decay,0.1,True
1054,0.8,"[30, 30, 30]",0.001,fixed,0.002,True
1055,0.7,"[60, 30]",0.0001,linear_decay,0.12,True
1056,0.85,"[60, 30]",0.0005,linear_decay,0.1,True
1057,0.6,"[30, 30, 30]",0.005,linear_decay,0.06,True
1058,0.8,"[60, 30]",0.001,fixed,0.002,True
1059,0.6,"[30, 30, 30]",0.005,linear_decay,0.12,True
1060,0.75,"[60, 30]",0.001,fixed,0.002,True
1061,0.75,"[30, 30, 30]",0.001,fixed,0.002,True
1062,0.65,"[30, 30, 30]",0.001,linear_decay,0.12,True
1063,0.85,"[60, 30]",0.00025,linear_decay,0.1,True
1064,0.85,"[60, 30]",0.0001,linear_decay,0.12,True
1065,0.8,"[60, 30]",0.0001,linear_decay,0.12,True
1066,0.7,"[30, 30, 30]",0.0005,linear_decay,0.1,True
1067,0.85,"[30, 30, 30]",0.001,linear_decay,0.08,True
1068,0.85,"[30, 30, 30]",0.0001,linear_decay,0.08,True
1069,0.65,"[30, 30, 30]",0.0005,linear_decay,0.1,True
1070,0.65,"[60, 30]",0.0005,linear_decay,0.12,True
1071,0.65,"[60, 30]",0.001,linear_decay,0.12,True
1072,0.85,"[30, 30, 30]",0.005,linear_decay,0.1,True
1073,0.8,"[60, 30]",0.00025,linear_decay,0.12,True
1074,0.85,"[30, 30, 30]",0.005,linear_decay,0.08,True
1075,0.7,"[30, 30, 30]",0.0005,linear_decay,0.12,True
1076,0.8,"[30, 30, 30]",0.00025,linear_decay,0.1,True
1077,0.8,"[30, 30, 30]",0.005,linear_decay,0.1,True
1078,0.8,"[60, 30]",0.0005,linear_decay,0.1,True
1079,0.8,"[60, 30]",0.001,linear_decay,0.1,True
1080,0.75,"[60, 30]",0.0005,linear_decay,0.12,True
1081,0.8,"[60, 30]",0.005,linear_decay,0.12,True
1082,0.65,"[30, 30, 30]",0.0001,linear_decay,0.12,True
1083,0.85,"[30, 30, 30]",0.00025,linear_decay,0.1,True
1084,0.75,"[60, 30]",0.0001,linear_decay,0.12,True
1085,0.7,"[30, 30, 30]",0.00025,linear_decay,0.12,True
1086,0.85,"[30, 30, 30]",0.0005,linear_decay,0.1,True
1087,0.8,"[30, 30, 30]",0.0001,linear_decay,0.1,True
1088,0.85,"[30, 30, 30]",0.00025,linear_decay,0.08,True
1089,0.85,"[60, 30]",0.005,linear_decay,0.1,True
1090,0.75,"[60, 30]",0.00025,linear_decay,0.12,True
1091,0.7,"[30, 30, 30]",0.0001,linear_decay,0.1,True
1092,0.8,"[30, 30, 30]",0.005,linear_decay,0.08,True
1093,0.6,"[30, 30, 30]",0.001,linear_decay,0.12,True
1094,0.85,"[30, 30, 30]",0.0001,linear_decay,0.1,True
1095,0.8,"[60, 30]",0.001,linear_decay,0.12,True
1096,0.8,"[30, 30, 30]",0.001,linear_decay,0.1,True
1097,0.65,"[30, 30, 30]",0.005,linear_decay,0.12,True
1098,0.8,"[60, 30]",0.0005,linear_decay,0.12,True
1099,0.8,"[30, 30, 30]",0.001,linear_decay,0.12,True
1100,0.7,"[30, 30, 30]",0.001,linear_decay,0.12,True
1101,0.85,"[30, 30, 30]",0.001,linear_decay,0.1,True
1102,0.7,"[30, 30, 30]",0.0001,linear_decay,0.12,True
1103,0.85,"[60, 30]",0.00025,linear_decay,0.12,True
1104,0.85,"[60, 30]",0.001,linear_decay,0.12,True
1105,0.8,"[30, 30, 30]",0.0005,linear_decay,0.1,True
1106,0.75,"[30, 30, 30]",0.005,linear_decay,0.12,True
1107,0.8,"[30, 30, 30]",0.00025,linear_decay,0.12,True
1108,0.75,"[30, 30, 30]",0.0001,linear_decay,0.12,True
1109,0.85,"[30, 30, 30]",0.005,linear_decay,0.12,True
1110,0.8,"[30, 30, 30]",0.0005,linear_decay,0.12,True
1111,0.85,"[30, 30, 30]",0.0005,linear_decay,0.12,True
1112,0.8,"[30, 30, 30]",0.005,linear_decay,0.12,True
1113,0.75,"[30, 30, 30]",0.00025,linear_decay,0.12,True
1114,0.75,"[30, 30, 30]",0.0005,linear_decay,0.12,True
1115,0.75,"[30, 30, 30]",0.001,linear_decay,0.12,True
1116,0.8,"[30, 30, 30]",0.0001,linear_decay,0.12,True
1117,0.85,"[30, 30, 30]",0.001,linear_decay,0.12,True
1118,0.85,"[30, 30, 30]",0.0001,linear_decay,0.12,True
1119,0.85,"[30, 30, 30]",0.00025,linear_decay,0.12,True
