,activation_hidden,alpha,batch_size,epochs,hidden_layer_sizes,lambd,learning_rate,learning_rate_init,nesterov,tau
623,logistic,0.85,128,500,"[60, 30]",0.001,fixed,0.0005,False,200
624,logistic,0.75,128,500,"[30, 60]",0.0005,fixed,0.0005,True,200
625,logistic,0.85,128,500,"[30, 30]",0.001,fixed,0.0005,True,200
626,logistic,0.9,128,500,"[60, 30]",0.0001,fixed,0.0001,False,200
627,logistic,0.75,128,500,"[30, 30]",0.0005,linear_decay,0.2,False,500
628,logistic,0.75,128,500,"[30, 60]",0.0005,fixed,0.0005,False,200
629,logistic,0.85,128,500,"[30, 30]",0.001,fixed,0.0005,False,200
630,logistic,0.85,128,500,"[60, 30]",0.001,fixed,0.0005,True,200
631,logistic,0.9,128,500,"[60, 30]",0.00025,fixed,0.0001,True,200
632,logistic,0.9,128,500,"[30, 60]",0.0001,fixed,0.0001,True,200
633,logistic,0.75,128,500,"[30, 30, 30]",0.0005,fixed,0.0005,True,200
634,logistic,0.85,128,500,"[30, 60]",0.001,fixed,0.0005,True,200
635,logistic,0.85,128,500,"[30, 60]",0.001,fixed,0.0005,False,200
636,logistic,0.9,128,500,"[30, 30]",0.0001,fixed,0.0001,False,200
637,logistic,0.85,128,500,"[30, 30, 30]",0.001,fixed,0.0005,False,200
638,logistic,0.8,128,500,"[60, 30]",0.001,linear_decay,0.2,False,200
639,logistic,0.75,128,500,"[30, 30, 30]",0.0005,fixed,0.0005,False,200
640,logistic,0.9,128,500,"[30, 60]",0.0001,fixed,0.0001,False,200
641,logistic,0.85,128,500,"[30, 30, 30]",0.001,fixed,0.0005,True,200
642,logistic,0.75,128,500,"[30, 30, 30]",0.00025,linear_decay,0.2,False,500
643,logistic,0.8,128,500,"[60, 30]",0.001,fixed,0.0005,False,200
644,logistic,0.8,128,500,"[30, 30]",0.0001,linear_decay,0.1,True,200
645,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.1,True,200
646,logistic,0.9,128,500,"[30, 60]",0.00025,fixed,0.0001,False,200
647,logistic,0.9,128,500,"[30, 30]",0.0001,fixed,0.0001,True,200
648,logistic,0.8,128,500,"[60, 30]",0.001,fixed,0.0005,True,200
649,logistic,0.9,128,500,"[30, 60]",0.00025,fixed,0.0001,True,200
650,logistic,0.8,128,500,"[30, 60]",0.001,fixed,0.0005,False,200
651,logistic,0.75,128,500,"[30, 30]",0.0001,linear_decay,0.1,True,200
652,logistic,0.9,128,500,"[60, 30]",0.00025,fixed,0.0001,False,200
653,logistic,0.8,128,500,"[30, 60]",0.0001,linear_decay,0.1,True,200
654,logistic,0.8,128,500,"[30, 30]",0.001,fixed,0.0005,True,200
655,logistic,0.8,128,500,"[30, 60]",0.001,fixed,0.0005,True,200
656,logistic,0.8,128,500,"[30, 30]",0.001,fixed,0.0005,False,200
657,logistic,0.75,128,500,"[30, 60]",0.0001,linear_decay,0.1,True,200
658,logistic,0.85,128,500,"[60, 30]",0.0001,fixed,0.0001,True,200
659,logistic,0.9,128,500,"[30, 30]",0.00025,fixed,0.0001,False,200
660,logistic,0.9,128,500,"[30, 30]",0.00025,fixed,0.0001,True,200
661,logistic,0.8,128,500,"[60, 30]",0.00025,linear_decay,0.2,False,200
662,logistic,0.8,128,500,"[30, 30, 30]",0.001,fixed,0.0005,True,200
663,logistic,0.85,128,500,"[30, 60]",0.0001,fixed,0.0001,False,200
664,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.1,True,500
665,logistic,0.75,128,500,"[60, 30]",0.001,fixed,0.0005,False,200
666,logistic,0.75,128,500,"[30, 60]",0.00025,linear_decay,0.1,True,500
667,logistic,0.75,128,500,"[60, 30]",0.001,fixed,0.0005,True,200
668,logistic,0.9,128,500,"[30, 30, 30]",0.0001,fixed,0.0001,True,200
669,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.1,True,500
670,logistic,0.8,128,500,"[60, 30]",0.0005,linear_decay,0.2,False,200
671,logistic,0.75,128,500,"[30, 60]",0.001,fixed,0.0005,True,200
672,logistic,0.8,128,500,"[30, 30, 30]",0.001,fixed,0.0005,False,200
673,logistic,0.75,128,500,"[30, 30]",0.001,fixed,0.0005,True,200
674,logistic,0.9,128,500,"[60, 30]",0.0005,fixed,0.0001,False,200
675,logistic,0.75,128,500,"[30, 30]",0.001,fixed,0.0005,False,200
676,logistic,0.9,128,500,"[30, 30, 30]",0.0001,fixed,0.0001,False,200
677,logistic,0.75,128,500,"[30, 60]",0.001,fixed,0.0005,False,200
678,logistic,0.9,128,500,"[60, 30]",0.0005,fixed,0.0001,True,200
679,logistic,0.85,128,500,"[30, 60]",0.0001,fixed,0.0001,True,200
680,logistic,0.85,128,500,"[60, 30]",0.0001,fixed,0.0001,False,200
681,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.1,True,200
682,logistic,0.9,128,500,"[30, 60]",0.0005,fixed,0.0001,True,200
683,logistic,0.85,128,500,"[60, 30]",0.00025,fixed,0.0001,False,200
684,logistic,0.85,128,500,"[30, 30]",0.0001,fixed,0.0001,False,200
685,logistic,0.9,128,500,"[30, 30]",0.0005,fixed,0.0001,False,200
686,logistic,0.9,128,500,"[30, 60]",0.0005,fixed,0.0001,False,200
687,logistic,0.75,128,500,"[60, 30]",0.0005,linear_decay,0.2,False,200
688,logistic,0.85,128,500,"[30, 60]",0.00025,fixed,0.0001,False,200
689,logistic,0.85,128,500,"[60, 30]",0.00025,fixed,0.0001,True,200
690,logistic,0.75,128,500,"[60, 30]",0.0001,linear_decay,0.2,False,500
691,logistic,0.9,128,500,"[30, 30, 30]",0.00025,fixed,0.0001,False,200
692,logistic,0.75,128,500,"[30, 30, 30]",0.001,fixed,0.0005,True,200
693,logistic,0.9,128,500,"[30, 30, 30]",0.00025,fixed,0.0001,True,200
694,logistic,0.85,128,500,"[30, 60]",0.00025,fixed,0.0001,True,200
695,logistic,0.9,128,500,"[30, 30]",0.0005,fixed,0.0001,True,200
696,logistic,0.85,128,500,"[30, 30]",0.0001,fixed,0.0001,True,200
697,logistic,0.8,128,500,"[60, 30]",0.0005,linear_decay,0.1,True,500
698,logistic,0.75,128,500,"[30, 30, 30]",0.001,fixed,0.0005,False,200
699,logistic,0.8,128,500,"[30, 60]",0.0001,fixed,0.0001,True,200
700,logistic,0.8,128,500,"[30, 60]",0.0001,fixed,0.0001,False,200
701,logistic,0.8,128,500,"[60, 30]",0.0001,fixed,0.0001,False,200
702,logistic,0.75,128,500,"[30, 30]",0.001,linear_decay,0.2,False,500
703,logistic,0.8,128,500,"[60, 30]",0.0001,fixed,0.0001,True,200
704,logistic,0.8,128,500,"[30, 30]",0.0001,fixed,0.0001,False,200
705,logistic,0.85,128,500,"[30, 30]",0.00025,fixed,0.0001,True,200
706,logistic,0.75,128,500,"[30, 60]",0.0001,fixed,0.0001,True,200
707,logistic,0.85,128,500,"[30, 60]",0.0005,fixed,0.0001,True,200
708,logistic,0.85,128,500,"[60, 30]",0.0005,fixed,0.0001,False,200
709,logistic,0.75,128,500,"[30, 60]",0.0001,fixed,0.0001,False,200
710,logistic,0.8,128,500,"[30, 60]",0.00025,fixed,0.0001,False,200
711,logistic,0.85,128,500,"[30, 30]",0.00025,fixed,0.0001,False,200
712,logistic,0.8,128,500,"[30, 60]",0.00025,fixed,0.0001,True,200
713,logistic,0.9,128,500,"[30, 30, 30]",0.0005,fixed,0.0001,False,200
714,logistic,0.75,128,500,"[60, 30]",0.0001,linear_decay,0.2,False,200
715,logistic,0.85,128,500,"[30, 30, 30]",0.0001,fixed,0.0001,True,200
716,logistic,0.8,128,500,"[60, 30]",0.00025,fixed,0.0001,False,200
717,logistic,0.75,128,500,"[60, 30]",0.00025,linear_decay,0.2,False,200
718,logistic,0.85,128,500,"[30, 60]",0.0005,fixed,0.0001,False,200
719,logistic,0.8,128,500,"[60, 30]",0.00025,fixed,0.0001,True,200
720,logistic,0.85,128,500,"[60, 30]",0.0005,fixed,0.0001,True,200
721,logistic,0.75,128,500,"[60, 30]",0.001,linear_decay,0.2,False,200
722,logistic,0.75,128,500,"[30, 60]",0.00025,fixed,0.0001,True,200
723,logistic,0.9,128,500,"[30, 30, 30]",0.0005,fixed,0.0001,True,200
724,logistic,0.8,128,500,"[30, 30]",0.0001,fixed,0.0001,True,200
725,logistic,0.85,128,500,"[30, 30, 30]",0.0001,fixed,0.0001,False,200
726,logistic,0.85,128,500,"[30, 30]",0.0005,fixed,0.0001,True,200
727,logistic,0.8,128,500,"[60, 30]",0.0005,linear_decay,0.2,False,500
728,logistic,0.9,128,500,"[30, 60]",0.001,fixed,0.0001,False,200
729,logistic,0.9,128,500,"[30, 60]",0.001,fixed,0.0001,True,200
730,logistic,0.9,128,500,"[60, 30]",0.001,fixed,0.0001,True,200
731,logistic,0.8,128,500,"[30, 30]",0.00025,fixed,0.0001,True,200
732,logistic,0.75,128,500,"[60, 30]",0.0001,fixed,0.0001,False,200
733,logistic,0.85,128,500,"[30, 30, 30]",0.00025,fixed,0.0001,True,200
734,logistic,0.75,128,500,"[30, 60]",0.00025,fixed,0.0001,False,200
735,logistic,0.9,128,500,"[60, 30]",0.001,fixed,0.0001,False,200
736,logistic,0.85,128,500,"[30, 30]",0.0005,fixed,0.0001,False,200
737,logistic,0.75,128,500,"[30, 30, 30]",0.00025,linear_decay,0.1,True,200
738,logistic,0.8,128,500,"[30, 30, 30]",0.0005,linear_decay,0.1,True,200
739,logistic,0.75,128,500,"[30, 30]",0.0001,fixed,0.0001,False,200
740,logistic,0.8,128,500,"[30, 30]",0.00025,fixed,0.0001,False,200
741,logistic,0.9,128,500,"[30, 30]",0.001,fixed,0.0001,False,200
742,logistic,0.8,128,500,"[30, 60]",0.0005,fixed,0.0001,True,200
743,logistic,0.85,128,500,"[30, 30]",0.0005,linear_decay,0.1,True,500
744,logistic,0.9,128,500,"[30, 30]",0.001,fixed,0.0001,True,200
745,logistic,0.75,128,500,"[30, 30]",0.0001,fixed,0.0001,True,200
746,logistic,0.75,128,500,"[30, 30]",0.0001,linear_decay,0.2,False,200
747,logistic,0.75,128,500,"[30, 30, 30]",0.0001,linear_decay,0.1,True,200
748,logistic,0.8,128,500,"[30, 30, 30]",0.0001,fixed,0.0001,False,200
749,logistic,0.75,128,500,"[30, 30, 30]",0.0005,linear_decay,0.1,True,500
750,logistic,0.75,128,500,"[60, 30]",0.0001,fixed,0.0001,True,200
751,logistic,0.75,128,500,"[60, 30]",0.00025,linear_decay,0.2,False,500
752,logistic,0.75,128,500,"[60, 30]",0.001,linear_decay,0.2,False,500
753,logistic,0.8,128,500,"[30, 30]",0.0005,linear_decay,0.1,True,500
754,logistic,0.8,128,500,"[30, 30, 30]",0.0001,linear_decay,0.1,True,500
755,logistic,0.75,128,500,"[60, 30]",0.00025,fixed,0.0001,True,200
756,logistic,0.75,128,500,"[30, 60]",0.00025,linear_decay,0.1,True,200
757,logistic,0.8,128,500,"[30, 30]",0.001,linear_decay,0.1,True,500
758,logistic,0.8,128,500,"[30, 60]",0.0001,linear_decay,0.1,True,500
759,logistic,0.75,128,500,"[30, 30]",0.00025,linear_decay,0.2,False,200
760,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.2,False,200
761,logistic,0.8,128,500,"[30, 30]",0.0005,linear_decay,0.2,False,500
762,logistic,0.8,128,500,"[30, 30]",0.00025,linear_decay,0.2,False,200
763,logistic,0.75,128,500,"[60, 30]",0.00025,fixed,0.0001,False,200
764,logistic,0.8,128,500,"[60, 30]",0.001,linear_decay,0.2,False,500
765,logistic,0.85,128,500,"[30, 30, 30]",0.00025,fixed,0.0001,False,200
766,logistic,0.8,128,500,"[30, 30]",0.0001,linear_decay,0.1,True,500
767,logistic,0.8,128,500,"[30, 60]",0.0005,fixed,0.0001,False,200
768,logistic,0.75,128,500,"[60, 30]",0.001,linear_decay,0.2,True,200
769,logistic,0.75,128,500,"[30, 30]",0.00025,fixed,0.0001,True,200
770,logistic,0.8,128,500,"[60, 30]",0.0005,fixed,0.0001,True,200
771,logistic,0.85,128,500,"[30, 30]",0.00025,linear_decay,0.2,False,500
772,logistic,0.85,128,500,"[30, 30]",0.0001,linear_decay,0.2,False,200
773,logistic,0.8,128,500,"[30, 30]",0.0005,fixed,0.0001,False,200
774,logistic,0.75,128,500,"[30, 30]",0.00025,fixed,0.0001,False,200
775,logistic,0.8,128,500,"[60, 30]",0.0005,fixed,0.0001,False,200
776,logistic,0.75,128,500,"[30, 30]",0.0005,linear_decay,0.2,True,200
777,logistic,0.75,128,500,"[30, 60]",0.0001,linear_decay,0.1,True,500
778,logistic,0.8,128,500,"[30, 30]",0.0005,linear_decay,0.2,True,200
779,logistic,0.75,128,500,"[30, 60]",0.0005,fixed,0.0001,False,200
780,logistic,0.8,128,500,"[30, 30, 30]",0.0001,fixed,0.0001,True,200
781,logistic,0.75,128,500,"[30, 30, 30]",0.001,linear_decay,0.1,True,500
782,logistic,0.75,128,500,"[30, 60]",0.0005,fixed,0.0001,True,200
783,logistic,0.8,128,500,"[30, 30]",0.0001,linear_decay,0.2,False,500
784,logistic,0.75,128,500,"[60, 30]",0.0005,linear_decay,0.2,False,500
785,logistic,0.85,128,500,"[30, 60]",0.001,fixed,0.0001,False,200
786,logistic,0.75,128,500,"[60, 30]",0.0005,fixed,0.0001,True,200
787,logistic,0.85,128,500,"[30, 60]",0.001,fixed,0.0001,True,200
788,logistic,0.85,128,500,"[30, 30, 30]",0.0005,fixed,0.0001,False,200
789,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.1,True,500
790,logistic,0.75,128,500,"[60, 30]",0.0005,fixed,0.0001,False,200
791,logistic,0.8,128,500,"[30, 30]",0.0005,fixed,0.0001,True,200
792,logistic,0.75,128,500,"[60, 30]",0.0001,linear_decay,0.2,True,200
793,logistic,0.8,128,500,"[30, 30, 30]",0.00025,fixed,0.0001,True,200
794,logistic,0.75,128,500,"[30, 30, 30]",0.00025,linear_decay,0.1,True,500
795,logistic,0.75,128,500,"[30, 30]",0.0005,fixed,0.0001,True,200
796,logistic,0.8,128,500,"[60, 30]",0.0001,linear_decay,0.2,False,200
797,logistic,0.85,128,500,"[60, 30]",0.001,fixed,0.0001,True,200
798,logistic,0.85,128,500,"[30, 30, 30]",0.0005,fixed,0.0001,True,200
799,logistic,0.85,128,500,"[60, 30]",0.001,fixed,0.0001,False,200
800,logistic,0.8,128,500,"[30, 60]",0.00025,linear_decay,0.1,True,500
801,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.1,True,500
802,logistic,0.8,128,500,"[30, 30, 30]",0.00025,fixed,0.0001,False,200
803,logistic,0.85,128,500,"[30, 30]",0.001,fixed,0.0001,False,200
804,logistic,0.75,128,500,"[30, 30, 30]",0.0001,fixed,0.0001,True,200
805,logistic,0.9,128,500,"[30, 30, 30]",0.001,fixed,0.0001,False,200
806,logistic,0.75,128,500,"[30, 30]",0.0005,fixed,0.0001,False,200
807,logistic,0.8,128,500,"[30, 30]",0.001,linear_decay,0.2,False,200
808,logistic,0.8,128,500,"[30, 30, 30]",0.0005,linear_decay,0.1,True,500
809,logistic,0.85,128,500,"[30, 30]",0.001,fixed,0.0001,True,200
810,logistic,0.75,128,500,"[30, 30, 30]",0.0001,fixed,0.0001,False,200
811,logistic,0.9,128,500,"[30, 30, 30]",0.001,fixed,0.0001,True,200
812,logistic,0.85,128,500,"[30, 30]",0.0005,linear_decay,0.2,False,200
813,logistic,0.75,128,500,"[30, 30]",0.0001,linear_decay,0.2,True,200
814,logistic,0.8,128,500,"[30, 60]",0.001,fixed,0.0001,False,200
815,logistic,0.8,128,500,"[30, 30]",0.001,linear_decay,0.2,True,500
816,logistic,0.85,128,500,"[30, 30]",0.00025,linear_decay,0.2,True,500
817,logistic,0.8,128,500,"[30, 60]",0.001,fixed,0.0001,True,200
818,logistic,0.75,128,500,"[30, 30, 30]",0.00025,fixed,0.0001,True,200
819,logistic,0.75,128,500,"[30, 30, 30]",0.0005,linear_decay,0.2,False,500
820,logistic,0.8,128,500,"[30, 30, 30]",0.0005,fixed,0.0001,False,200
821,logistic,0.8,128,500,"[30, 30, 30]",0.0005,fixed,0.0001,True,200
822,logistic,0.75,128,500,"[30, 30, 30]",0.00025,fixed,0.0001,False,200
823,logistic,0.85,128,500,"[30, 30]",0.0005,linear_decay,0.2,False,500
824,logistic,0.8,128,500,"[60, 30]",0.001,fixed,0.0001,True,200
825,logistic,0.8,128,500,"[60, 30]",0.001,fixed,0.0001,False,200
826,logistic,0.8,128,500,"[30, 30]",0.001,fixed,0.0001,True,200
827,logistic,0.8,128,500,"[30, 30, 30]",0.00025,linear_decay,0.1,True,500
828,logistic,0.75,128,500,"[30, 60]",0.00025,linear_decay,0.2,False,500
829,logistic,0.75,128,500,"[30, 60]",0.001,fixed,0.0001,True,200
830,logistic,0.75,128,500,"[30, 60]",0.001,fixed,0.0001,False,200
831,logistic,0.8,128,500,"[30, 30]",0.00025,linear_decay,0.2,True,200
832,logistic,0.75,128,500,"[60, 30]",0.00025,linear_decay,0.2,True,200
833,logistic,0.85,128,500,"[30, 30, 30]",0.001,fixed,0.0001,False,200
834,logistic,0.8,128,500,"[30, 30]",0.001,fixed,0.0001,False,200
835,logistic,0.75,128,500,"[30, 30, 30]",0.0005,fixed,0.0001,False,200
836,logistic,0.85,128,500,"[30, 30, 30]",0.001,fixed,0.0001,True,200
837,logistic,0.75,128,500,"[30, 30, 30]",0.0005,fixed,0.0001,True,200
838,logistic,0.75,128,500,"[60, 30]",0.001,linear_decay,0.2,True,500
839,logistic,0.75,128,500,"[30, 30, 30]",0.0005,linear_decay,0.2,False,200
840,logistic,0.75,128,500,"[60, 30]",0.001,fixed,0.0001,True,200
841,logistic,0.8,128,500,"[60, 30]",0.0001,linear_decay,0.2,False,500
842,logistic,0.75,128,500,"[30, 30]",0.00025,linear_decay,0.2,True,500
843,logistic,0.75,128,500,"[30, 30]",0.001,linear_decay,0.2,True,500
844,logistic,0.75,128,500,"[60, 30]",0.0005,linear_decay,0.2,True,200
845,logistic,0.75,128,500,"[60, 30]",0.001,fixed,0.0001,False,200
846,logistic,0.8,128,500,"[30, 60]",0.0001,linear_decay,0.2,False,500
847,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.2,False,500
848,logistic,0.75,128,500,"[30, 30]",0.001,linear_decay,0.2,True,200
849,logistic,0.75,128,500,"[30, 30]",0.001,fixed,0.0001,True,200
850,logistic,0.75,128,500,"[30, 30]",0.001,fixed,0.0001,False,200
851,logistic,0.8,128,500,"[60, 30]",0.001,linear_decay,0.2,True,500
852,logistic,0.85,128,500,"[30, 30]",0.0001,linear_decay,0.2,False,500
853,logistic,0.8,128,500,"[30, 30]",0.00025,linear_decay,0.2,True,500
854,logistic,0.8,128,500,"[60, 30]",0.00025,linear_decay,0.2,False,500
855,logistic,0.8,128,500,"[30, 30, 30]",0.00025,linear_decay,0.2,False,200
856,logistic,0.8,128,500,"[30, 30, 30]",0.001,fixed,0.0001,True,200
857,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.2,False,500
858,logistic,0.8,128,500,"[30, 30, 30]",0.001,fixed,0.0001,False,200
859,logistic,0.75,128,500,"[30, 30]",0.0005,linear_decay,0.2,True,500
860,logistic,0.85,128,500,"[30, 30]",0.0001,linear_decay,0.2,True,200
861,logistic,0.8,128,500,"[60, 30]",0.0005,linear_decay,0.2,True,500
862,logistic,0.8,128,500,"[60, 30]",0.0005,linear_decay,0.2,True,200
863,logistic,0.8,128,500,"[30, 60]",0.0005,linear_decay,0.1,True,500
864,logistic,0.75,128,500,"[30, 60]",0.0001,linear_decay,0.2,False,200
865,logistic,0.75,128,500,"[60, 30]",0.0005,linear_decay,0.2,True,500
866,logistic,0.75,128,500,"[30, 60]",0.00025,linear_decay,0.2,False,200
867,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.2,False,500
868,logistic,0.8,128,500,"[30, 30]",0.0005,linear_decay,0.2,True,500
869,logistic,0.8,128,500,"[60, 30]",0.00025,linear_decay,0.2,True,500
870,logistic,0.8,128,500,"[30, 30, 30]",0.00025,linear_decay,0.2,False,500
871,logistic,0.8,128,500,"[30, 60]",0.00025,linear_decay,0.2,False,500
872,logistic,0.8,128,500,"[60, 30]",0.0001,linear_decay,0.2,True,500
873,logistic,0.75,128,500,"[30, 30, 30]",0.001,fixed,0.0001,True,200
874,logistic,0.8,128,500,"[60, 30]",0.001,linear_decay,0.2,True,200
875,logistic,0.75,128,500,"[30, 30, 30]",0.001,fixed,0.0001,False,200
876,logistic,0.75,128,500,"[30, 60]",0.00025,linear_decay,0.2,True,200
877,logistic,0.8,128,500,"[30, 30]",0.0001,linear_decay,0.2,False,200
878,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.2,False,200
879,logistic,0.75,128,500,"[30, 30, 30]",0.00025,linear_decay,0.2,False,200
880,logistic,0.8,128,500,"[30, 60]",0.0005,linear_decay,0.2,False,500
881,logistic,0.75,128,500,"[30, 30]",0.00025,linear_decay,0.2,True,200
882,logistic,0.85,128,500,"[30, 30]",0.0001,linear_decay,0.2,True,500
883,logistic,0.75,128,500,"[30, 60]",0.0001,linear_decay,0.2,False,500
884,logistic,0.75,128,500,"[30, 30, 30]",0.001,linear_decay,0.2,False,500
885,logistic,0.75,128,500,"[30, 30]",0.0001,linear_decay,0.2,True,500
886,logistic,0.75,128,500,"[30, 30, 30]",0.0001,linear_decay,0.2,False,200
887,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.2,False,200
888,logistic,0.8,128,500,"[30, 30]",0.0001,linear_decay,0.2,True,500
889,logistic,0.75,128,500,"[30, 30, 30]",0.001,linear_decay,0.2,False,200
890,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.2,True,500
891,logistic,0.75,128,500,"[60, 30]",0.0001,linear_decay,0.2,True,500
892,logistic,0.8,128,500,"[30, 30, 30]",0.0001,linear_decay,0.2,False,500
893,logistic,0.8,128,500,"[30, 60]",0.00025,linear_decay,0.2,False,200
894,logistic,0.8,128,500,"[30, 30, 30]",0.0005,linear_decay,0.2,False,500
895,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.2,True,200
896,logistic,0.75,128,500,"[60, 30]",0.00025,linear_decay,0.2,True,500
897,logistic,0.8,128,500,"[30, 60]",0.00025,linear_decay,0.2,True,200
898,logistic,0.8,128,500,"[30, 30]",0.001,linear_decay,0.2,True,200
899,logistic,0.85,128,500,"[30, 30]",0.00025,linear_decay,0.2,True,200
900,logistic,0.8,128,500,"[30, 30]",0.0001,linear_decay,0.2,True,200
901,logistic,0.85,128,500,"[30, 30]",0.0005,linear_decay,0.2,True,200
902,logistic,0.85,128,500,"[30, 30]",0.0005,linear_decay,0.2,True,500
903,logistic,0.8,128,500,"[60, 30]",0.0001,linear_decay,0.2,True,200
904,logistic,0.75,128,500,"[30, 30, 30]",0.0001,linear_decay,0.2,False,500
905,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.2,False,200
906,logistic,0.75,128,500,"[30, 60]",0.0001,linear_decay,0.2,True,500
907,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.2,True,500
908,logistic,0.8,128,500,"[30, 60]",0.00025,linear_decay,0.2,True,500
909,logistic,0.8,128,500,"[30, 60]",0.0001,linear_decay,0.2,False,200
910,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.2,True,500
911,logistic,0.8,128,500,"[30, 60]",0.0005,linear_decay,0.2,True,500
912,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.2,False,500
913,logistic,0.8,128,500,"[30, 60]",0.0005,linear_decay,0.2,False,200
914,logistic,0.8,128,500,"[30, 30, 30]",0.0001,linear_decay,0.2,False,200
915,logistic,0.8,128,500,"[30, 60]",0.0005,linear_decay,0.2,True,200
916,logistic,0.75,128,500,"[30, 30, 30]",0.001,linear_decay,0.2,True,200
917,logistic,0.75,128,500,"[30, 30, 30]",0.00025,linear_decay,0.2,True,500
918,logistic,0.8,128,500,"[30, 30, 30]",0.0005,linear_decay,0.2,True,200
919,logistic,0.75,128,500,"[30, 60]",0.00025,linear_decay,0.2,True,500
920,logistic,0.8,128,500,"[60, 30]",0.00025,linear_decay,0.2,True,200
921,logistic,0.75,128,500,"[30, 30, 30]",0.00025,linear_decay,0.2,True,200
922,logistic,0.8,128,500,"[30, 30, 30]",0.00025,linear_decay,0.2,True,200
923,logistic,0.75,128,500,"[30, 30, 30]",0.0001,linear_decay,0.2,True,200
924,logistic,0.75,128,500,"[30, 60]",0.0001,linear_decay,0.2,True,200
925,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.2,True,500
926,logistic,0.75,128,500,"[30, 30, 30]",0.0005,linear_decay,0.2,True,200
927,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.2,True,200
928,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.2,True,200
929,logistic,0.8,128,500,"[30, 30, 30]",0.0001,linear_decay,0.2,True,500
930,logistic,0.8,128,500,"[30, 30, 30]",0.0005,linear_decay,0.2,True,500
931,logistic,0.8,128,500,"[30, 60]",0.0001,linear_decay,0.2,True,500
932,logistic,0.8,128,500,"[30, 30, 30]",0.00025,linear_decay,0.2,True,500
933,logistic,0.8,128,500,"[30, 60]",0.0001,linear_decay,0.2,True,200
934,logistic,0.75,128,500,"[30, 30, 30]",0.001,linear_decay,0.2,True,500
935,logistic,0.8,128,500,"[30, 30, 30]",0.0005,linear_decay,0.2,False,200
936,logistic,0.8,128,500,"[30, 30, 30]",0.0001,linear_decay,0.2,True,200
937,logistic,0.75,128,500,"[30, 30, 30]",0.0005,linear_decay,0.2,True,500
938,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.2,True,200
939,logistic,0.75,128,500,"[30, 30, 30]",0.0001,linear_decay,0.2,True,500
